source_kind,outlet,source_date,source_url,source_title,claim,quote,timestamp,type,about,topic,claim_id,verdict,basis,explanation,addressed,accurate_at_publish,changed_since,confidence,agreement,evidence,evidence_link,top_similarity,verdict_at_publish,model_suggests_outdated,model
video,CSULB CIE,2026-08-06,https://www.youtube.com/watch?v=8wwO343OOzI,Immigration Check In 2026- Understanding the DHS Final Rule End of Duration of Status DS,"If a student receives authorization to withdraw from classes, they typically have 15 days from the withdrawal date to leave the United States.","Fifth, if you receive authorization to withdraw from classes, you typically have 15 days from the withdrawal date to leave the United States.",0:02:34,fact,rule_content,other,10,Supported,both,"The proposed rule (v1) explicitly states that an F-1 student authorized by the DSO to withdraw from classes is allowed a 15-day period from the withdrawal date to depart the United States (passage 1 and 3). The final rule (v2) maintains this provision, clarifying that students who end their study early must depart within 30 days, but specifically for withdrawal authorized by the DSO, the 15-day period remains (passage 6, though truncated, continues the same idea). The timeline shows the source was published after the final rule was public but before the rule's effective date and court postponement, so the claim aligns with the final rule as published and effective date pending. Therefore, the claim is addressed, accurate at the source publish date, and not changed since then.",True,yes,False,0.95,3/3,"v1 | iii. Preparation for Departure | 90 FR 42089 | Finally, DHS proposes to retain the current regulatory language that allows a 15-day period for departure from the United States if an alien is authorized by the DSO to withdraw from classes, but no additional time for departure if the alien fails to maintain a full course of study without the appro || v1 | Regulatory text Â§â214.2 | 90 FR 42109 | (v) Period of preparation for departure or to otherwise maintain lawful status in the United States. An F-1 student who has completed a course of study and any authorized practical training will be allowed an additional 30-day period from the program end date or the 4 year maximum period of admissio || v2 | Regulatory text Â§â214.2 | 91 FR 45125 | (v) Period of preparation for departure or to otherwise maintain lawful status in the United States. An F-1 student who has completed a course of study and any authorized practical training will be allowed an additional 30-day period from the program end date or the 4 year maximum period of admissio",https://www.federalregister.gov/citation/90-FR-42089,0.798,Supported,False,gpt-4.1-mini
video,CSULB CIE,2026-08-06,https://www.youtube.com/watch?v=8wwO343OOzI,Immigration Check In 2026- Understanding the DHS Final Rule End of Duration of Status DS,"Students should proactively safeguard their immigration status by keeping all documents valid, monitoring timelines, and consulting international student services with questions about I-20, I-94, admit until date, program extensions, or travel.","Finally, remember to safeguard your immigration status proactively, keep all documents valid, monitor your timelines, and reach out to international student services whenever you have questions or concerns about your I-20, I-94. Admit until date, program extensions, or travel.",0:02:45,fact,rule_content,extension-of-stay procedures,11,Supported,v2,"The claim is directly supported by the quoted source text, which explicitly advises students to proactively safeguard their immigration status by keeping documents valid, monitoring timelines, and consulting international student services about I-20, I-94, admit until date, program extensions, or travel. The passages from both the proposed and final rules discuss requirements for maintaining status, extensions, and the role of SEVIS and USCIS, but do not contradict or diminish the advice given in the source quote. The timeline shows the source was published after the final rule was made public but before the effective date and before the court postponement, so the claim is accurate as of the source's publish date and has not been changed by later events or rule versions.",True,yes,False,0.95,3/3,"v2 | 2. Clarity and Guidance for Transition Cases | 91 FR 45017 | Comments: Commenters sought clarification for cases where a student's Form I-20 is no longer valid on the effective date of the rule, or where SEVIS records are terminated or pending updates. They requested assurance that students are not deemed unlawfully present due to technical or timing issues b || v2 | L. Comments To Enhance SEVIS and Agency Communication | 91 FR 45058 | DHS acknowledges that the changes and updates in SEVIS could increase departmental responsibilities and resource needs. At this time, however, DHS believes the current resource allocations for SEVIS operations and maintenance are sufficient and will continue to work with partner agencies to maintain || v2 | Regulatory text Â§â214.2 | 91 FR 45126 | (iii) USCIS application â(A) Form. An F-1 student must file an extension of stay application using the form and in the manner designated by USCIS, including submitting the updated, properly endorsed Form I-20 or successor form; submitting evidence of sufficient funds to cover expenses; appearing f",https://www.federalregister.gov/citation/91-FR-45017,0.738,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"The Trump administration announced new rules for people in the United States on student visas that begin September 15, 2026.",The Trump administration has announced new rules for people in the United States on student visas that begin September 15,0:00:00,fact,legal_status,fixed admission periods,1,Outdated,timeline,"The timeline shows the final rule was published on 2026-07-17 with an effective date of 2026-09-15, confirming new rules for student visa holders starting September 15, 2026. The claim states the Trump administration announced these rules beginning September 15, 2026, and the source was published on 2026-08-13, after the final rule publication but before the effective date. The passages do not mention the Trump administration specifically, but the timeline confirms the rule's effective date matches the claim's date. The claim is addressed by the timeline but not explicitly by the passages. There is no indication the claim is false or changed after the source date, though a court postponed the rule on 2026-09-14, after the source date, which does not affect the claim's accuracy at the source date.",True,yes,True,0.9,2/3,,,0.741,Supported,True,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"Students already in the United States before September 15, 2026, are still subject to the new rules even if they do not leave the country.",The people who are here and do not leave are still subject to the new rules.,0:00:34,fact,rule_content,fixed admission periods,2,Not in rule text,both,"The final rule (v2) clarifies that students whose programs or OPT have ended by the effective date (September 15, 2026) have a departure period and that those remaining beyond a fixed time will begin accruing unlawful presence. It also states that aliens who were granted status prior to September 15, 2026, and who depart and seek admission after that date are subject to new admission rules. However, it does not explicitly say that students already in the U.S. before September 15, 2026, who do not leave, are subject to the new rules. The timeline shows the final rule was published before the source date, but a court postponed the rule's effect on 2026-09-14, one day before the effective date. The claim that students already in the U.S. before September 15, 2026, are still subject to the new rules even if they do not leave is not directly confirmed or explicitly stated in the passages or timeline; the rule postponement also complicates the claim's accuracy as of the source date.",False,partly,True,0.7,1/3,"v2 | Regulatory text Â§â248.1 | 91 FR 45130 | (e) Admission of aliens under section 101(a)(15)(F) and (J) previously granted duration of status. Aliens who were granted a change to F or J status prior to September 15, 2026, and who departed the United States and are applying for admission on or after September 15, 2026, will be inspected and ma || v2 | 2. Clarity and Guidance for Transition Cases | 91 FR 45017 | Response: An F-1 student whose program or OPT has ended on the effective date of the rule will have the remainder of their allowed departure period to leave the United States, i.e., 60 days from the program end date on their I-20. See new 8 CFR 214.1(m). Students needing additional time will not be ",https://www.federalregister.gov/citation/91-FR-45130,0.722,Not in rule text,True,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"The new rule replaces the previous 'duration of status' admission with a fixed admission period equal to the length of the program or four years, whichever is less.","Now, when you come to the United States, the duration of your status is the length of your program or four years, whichever is less.",0:01:25,fact,rule_content,fixed admission periods,3,Supported,both,"The proposed rule (v1) clearly states DHS is replacing the 'duration of status' (D/S) admission with a fixed admission period equal to the length of the program, not to exceed 4 years (passages 1 and 3). The final rule (v2) retains this provision with added clarity and confirms the fixed period is based on program length with a maximum of 4 years plus a 30-day grace period (passages 4 and 6). The timeline shows the final rule was published on 2026-07-17, before the source date 2026-08-13, so the claim is accurate as of the source date. No later timeline events or final rule changes contradict this fixed admission period provision, only a court postponement of the rule's effective date, which does not change the rule text itself.",True,yes,False,0.95,2/3,"v1 | i. Admission for a Fixed Time Period | 90 FR 42086 | As a preliminary matter, DHS is proposing to strike the existing regulation that allows F nonimmigrants to be admitted for D/S. DHS would replace it with a provision allowing F nonimmigrants to be granted status for the length of their program, not to exceed 4 years. See proposed 8 CFR 214.2(f)(5)(i || v1 | A. General Period of Admission for F and J Nonimmigrants | 90 FR 42081 | â The length of time as indicated by the program end date noted in their most recent Form I-20 or DS-2019, not to exceed 4 years, plus a period of 30 days to prepare for departure or to otherwise seek to obtain lawful authorization to remain in the United States, similar to an initial period of ad || v2 | 1. Admission for a Fixed Time Period | 91 FR 45102 | In the NPRM, DHS proposed striking the previous regulation that allows F nonimmigrants to be admitted for D/S while also proposing to replace it with a provision allowing F nonimmigrants to be granted status for the length of their program, not to exceed 4 years. See proposed 8 CFR 214.2(f)(5)(i) an || v2 | 3. Alternative Approaches Related to the Fixed Admission Period | 91 FR 45011 | Response: DHS appreciates the commenters' recommendations but will not be implementing a percentage-based approach in requiring applications for extensions of stay at this time. DHS believes that a fixed period of authorized stay based on program length, with a maximum of four years and a 30-day gra",https://www.federalregister.gov/citation/90-FR-42086,0.807,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"Under the new rule, when a student completes one program, such as a bachelor's degree, their status ends and they must petition to extend their student status to attend graduate school.","When you graduate, your status ends and you have to petition to extend your student status if you want to go to graduate school.",0:02:06,fact,rule_content,graduate transfers/program changes,4,Supported,v2,"The passages from the final rule (v2) clarify that students cannot continuously enroll in multiple programs at the same educational level without completing the prior program, as this was a concern addressed to prevent abuse. Passage [5] states that students can change educational objectives after their first year only if pursuing a degree below graduate level, implying restrictions on graduate students continuing without petitioning. Passage [6] confirms that students must complete a program before moving to another at the same or lower level, supporting the claim that status ends upon program completion and a petition is needed to extend status for graduate school. The timeline shows the final rule was published before the source date, so the claim is accurate as of 2026-08-13. There is no later change that contradicts this, only a court postponement of the rule's effect, which does not alter the rule text itself.",True,yes,False,0.9,2/3,"v2 | f. Program Changes for Graduate Students | 91 FR 45042 | Commenters urged DHS to reconsider its restrictions on graduate students seeking to transfer or change educational objectives, with specific requests to allow Ph.D. students the option to transfer, particularly in cases involving academic or financial necessity. If DHS proceeds with finalizing the r || v2 | c. Statutory Basis, Academic Program Regulation, and Congressional Intent | 91 FR 45070 | Response: As for the commenters who asserted that this final rule introduces a constraint that lacks a statutory basis, Section 101(a)(15)(F) of the INA, 8 U.S.C. 1101(a)(15)(F) does not explicitly authorize students to pursue multiple degrees at the same level under the same admission period. Stude || v2 | d. Same-Level or Lower-Level Degree Enrollment | 91 FR 45040 | Response: Under the new requirements, any undergraduate student who has enrolled in a program at one educational level, but who has not completed that program, is authorized to change to another program at the same educational level or transfer to another school after completion of one academic year",https://www.federalregister.gov/citation/91-FR-45042,0.747,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"The new rule takes effect on September 15, 2026, with no grace period for program changes or extensions.",And that takes effect September 15. There is no grace there.,0:02:14,fact,legal_status,extension-of-stay procedures,5,Contradicted,both,"The timeline and final rule passages confirm the effective date of the final rule as September 15, 2026 (passage 4 and timeline). Passage 5 states there is a 60-day implementation period before the rule takes full effect and a 4-year transition period for those already in D/S status, implying some grace or transition accommodations. The claim states there is no grace period for program changes or extensions, but the final rule text indicates a transition period and implementation period exist, which contradicts the claim. Therefore, the claim is addressed and contradicted by the final rule text and timeline as of the source date (2026-08-13). The court postponement on 2026-09-14 (timeline) is after the source date and does not change the claim about the effective date or grace period in the final rule text itself.",True,no,True,0.9,3/3,"v2 | DATES: | 91 FR 44976 | This rule has been classified as a major rule subject to congressional review. The effective date is September 15, 2026. However, at the conclusion of the congressional review, if the effective date has been changed, DHS will publish a document in the Federal Register to establish the actual effecti || v2 | c. Financial Impact and Administrative Burden | 91 FR 45003 | Response: DHS acknowledges that there will be learning curve for both administrators and participants to get accustomed to the new rule. That is why there is a 60-day implementation period and a 4-year transition period. Those in D/S status when the rule takes effect will have up to 4 years to finis",https://www.federalregister.gov/citation/91-FR-44976,0.725,Contradicted,True,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"The old rules for optional practical training (OPT) will remain in effect until March 18, 2027.",The old rules will remain in effect until March 18 of 2027.,0:02:39,fact,legal_status,F-1 departure period,6,Supported,timeline,"The timeline shows the final rule published on 2026-07-17 with an effective date of 2026-09-15, but on 2026-09-14, a federal court postponed the final rule before it took effect, meaning the old rules remain in effect beyond that date. None of the text passages explicitly state that the old rules will remain in effect until March 18, 2027, but the timeline court postponement event implies the old rules continue to apply until at least that date. Therefore, the claim is indirectly supported by the timeline but not explicitly stated in the rule text passages.",True,yes,False,0.8,1/3,,,0.817,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"After March 18, 2027, students will need to file for an extension to do OPT under the new rules.","Because after March 18, unless there's another grace period, you're going to need to file for an extension in order to do OPT.",0:02:55,fact,rule_content,extension-of-stay procedures,7,Supported,v2,"The final rule (v2) explicitly states that after March 18, 2027, F-1 students recommended for post-completion OPT must apply for an Extension of Stay (EOS) and employment authorization to engage in OPT, whereas before that date, timely filers are exempt from filing EOS applications. The proposed rule (v1) does not specify this March 18, 2027 date or the requirement to file for an extension after that date. The timeline confirms the final rule was published before the source date, so the claim aligns with the final rule's provisions as of the source's publish date.",True,yes,False,0.95,3/3,"v2 | a. OPT and STEM OPT | 91 FR 45034 | During the transition period, under the final rule, aliens in F-1 status who have timely filed Form I-765 for post-completion OPT or a STEM OPT extension on or before March 18, 2027, will not be required to file an EOS application, but, instead, need only approval of the Form I-765. 183 DHS believes || v2 | 2. Proposed 240-Day Auto-Extension Period | 91 FR 45031 | Response: DHS acknowledges and recognizes concerns that USCIS will experience an increased workload due to an expected increase in volume of EOS applications, following the effective date of the final rule. However, as noted in the NPRM, DHS will not require those aliens in F-1 status who have timel",https://www.federalregister.gov/citation/91-FR-45034,0.733,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"USCIS and the Trump administration consider OPT separate from the academic program, so OPT time does not count toward the four-year fixed admission period.",USCIS and the Trump administration do not see it that way. OPT is separate and apart.,0:03:18,fact,rule_content,fixed admission periods,8,Supported,v2,"The proposed rule passages (v1) discuss a maximum 4-year admission period tied to the program end date on Form I-20 or DS-2019, including post-completion OPT and STEM OPT employment authorization, indicating OPT time counts toward the fixed admission period. The final rule passages (v2) confirm the use of a 4-year fixed admission period and require extensions of stay (EOS) to participate in OPT, reflecting that OPT does not automatically extend the admission period. This supports the claim that USCIS and the administration consider OPT separate from the academic program for admission period purposes. The timeline shows the source was published after the final rule was public, so the final rule text governs the assessment. Thus, the claim is addressed and accurate as of the source date, with no change afterward affecting its truth.",True,yes,False,0.9,2/3,"v2 | a. OPT and STEM OPT | 91 FR 45034 | DHS acknowledges some foreign students may face delays or other situations that limit opportunities to participate in OPT. Nonimmigrants studying in the United States on F-1 visas, by statute, must be bona fide students who seek to enter the United States temporarily and solely for the purpose of pu || v2 | 3. Alternative Approaches Related to the Fixed Admission Period | 91 FR 45011 | Response: DHS declines to adopt commenters proposed alternative periods of admission. DHS wishes to establish predetermined points in time, not to exceed 4 years, for immigration officers to directly evaluate whether F-1 students are maintaining their nonimmigrant status and remain eligible for that || v2 | B. General Period of Admission for F and J Nonimmigrants | 91 FR 45099 | Although some F and J nonimmigrants may have program end dates longer than 4 years, DHS believes that using the program end date on the Form I-20 or DS-2019, up to a maximum 4-year period of admission, as the fixed date of admission is the best option because it aligns with the general structure of ",https://www.federalregister.gov/citation/91-FR-45034,0.761,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"USCIS is currently taking eight to ten months to process extensions or changes from F visas, and the new rule will cause a surge in extension applications, likely increasing processing times.","USCIS is reporting now that it's taking them eight to 10 months to do that. USCIS is about to get a rush of visa extensions that they've never seen before for student visas. So I do not anticipate these waits getting shorter, only longer.",0:03:47,fact,rulemaking_process,extension-of-stay procedures,9,Supported,both,"The claim states that USCIS is currently taking 8-10 months to process extensions or changes from F visas and that the new rule will cause a surge in extension applications, likely increasing processing times. Passage [5] from the final rule explicitly mentions commenters stating USCIS currently has delays up to 18 months and that the proposed rule would cause an ""avalanche"" of new filings, increasing wait times. Passage [4] also notes commenters' concerns about 240-day automatic extensions being insufficient given USCIS processing times. The timeline shows the final rule was published on 2026-07-17, before the source's publish date 2026-08-13, so the claim is assessed against the final rule and timeline events up to that date. The claim is directly addressed and supported by the passages and timeline, and the claim's timing matches the final rule publication and the source date. There is no later event after 2026-08-13 that changes the claim's accuracy, though the court postponement on 2026-09-14 is after the source date and does not negate the claim about current processing times or expected surges.",True,yes,False,0.95,3/3,"v2 | 2. Proposed 240-Day Auto-Extension Period | 91 FR 45031 | Comments: Many commenters expressed concern that the proposed 240-day automatic extension of employment authorization while an EOS application is pending would be insufficient given USCIS processing times and backlogs. They recommended increasing the length of automatic extension, with some suggesti || v2 | L. Comments To Enhance SEVIS and Agency Communication | 91 FR 45058 | Comments: Commenters stated that USCIS currently has over 11 million pending applicationsâ 222 with delays reaching up to 18 months. 223 Regarding the new EOS requirements in the rule, one commenter stated that it would not make sense for USCIS to take on more work when it cannot handle its curren",https://www.federalregister.gov/citation/91-FR-45031,0.811,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,Students who want to change programs or go to graduate school need to submit extension paperwork as soon as possible due to expected processing delays.,"If you want to go to graduate school, if you want to change your program in any way, you really need to get your paperwork in ASAP because I think in the real world, there are going to be serious problems with USCIS processing these things on time.",0:04:05,opinion,rulemaking_process,extension-of-stay procedures,10,Not checked,,"opinion, not a factual claim",,,,,,,,,Not checked,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"If a student is accepted to graduate school but USCIS has not approved their extension, they cannot attend graduate school.","What happens if you've applied to a graduate school, you've been accepted to graduate school, but USCIS has not given you permission to go to graduate school. And I think the answer is you can't go to graduate school.",0:04:24,fact,rule_content,graduate transfers/program changes,11,Supported,v2,"The passages from both the proposed (v1) and final (v2) rules state that if an F-1 student's extension of stay application is denied and their period of admission has expired, they must immediately depart the U.S. and are out of status. This implies that without USCIS approval of the extension, the student cannot legally remain in the U.S. to attend graduate school. The timeline shows the final rule was published before the source date, so the claim can be evaluated against the final rule. The claim that a student cannot attend graduate school without USCIS approval of the extension is directly supported by the regulatory text stating the student is out of status and must leave if the extension is denied.",True,yes,False,0.95,3/3,"v2 | Regulatory text Â§â214.2 | 91 FR 45126 | (7) Extension of stay â(i) Eligibility. USCIS may grant an extension of stay to an F-1 student who has maintained his or her F-1 status, but who is unable to complete his or her program by the end of his or her authorized period of admission. Such student may be eligible for an extension if the de || v2 | 5. New Process for EOS Application | 91 FR 45110 | Under new 8 CFR 214.2(f)(7)(vii), if USCIS denies the request for an extension, and the period of admission for the student and his or her dependents has expired, then the student and his or her dependents will need to immediately depart the United States. As with other nonimmigrant classifications, || v2 | Regulatory text Â§â214.2 | 91 FR 45127 | (iv) Extension of stay. If the new program to which the student transferred will not be completed within the authorized period of stay established in paragraph (f)(5)(i) of this section, the F-1 student must apply to USCIS for an extension of stay in the manner and using the form designated by USCIS",https://www.federalregister.gov/citation/91-FR-45126,0.796,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,"Under the new rule, once a student's studies end, they have only 30 days to leave the country before accruing unlawful presence and falling out of status.","Under the new rule, once your studies end, you only have 30 days to leave the country and then you are accruing unlawful presence and are completely out of status.",0:04:40,fact,rule_content,F-1 departure period,12,Supported,v2,"The proposed rule (v1) and final rule (v2) both specify a 30-day period after the end of studies or authorized practical training for F-1 students to depart or maintain status. Passage [4] and [5] from the final rule explicitly clarify that once studies end, the student has 30 days to leave or maintain status, or else they are out of status and accrue unlawful presence. The timeline shows the final rule was published on 2026-07-17, before the source date 2026-08-13, so the claim aligns with the final rule in effect at that time. The court postponement on 2026-09-14 does not affect the claim's accuracy as of the source date. Therefore, the claim is directly addressed and accurate as of the source publication date, with no changes after that date that would make it untrue.",True,yes,False,0.95,2/3,"v2 | A. Summary of Changes in the Final Rule as Compared to the NPRM | 91 FR 45097 | â New 8 CFR 214.2(f)(5)(v)âClarifies that an F-1 student who completes their course of study or any authorized practical training early must depart, with any eligible dependents, within 30 days from the end date of their study or training or otherwise seek to maintain lawful status (by adding â || v2 | 3. Preparation for Departure | 91 FR 45105 | In the final rule, DHS added a clarifying sentence to address situations where F-1 students end their study or training early. For example, an F-1 student may enter their program anticipating it will take 4 years to complete, but they may then complete that program in 3 years. Or an F-1 student may ",https://www.federalregister.gov/citation/91-FR-45097,0.788,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,The requirement to extend status to do OPT is intended to allow USCIS to scrutinize the OPT program and its relation to the student's degree.,The only real reason to require that people extend in order to do OPT is so that USCIS can scrutinize the OPT program.,0:05:03,fact,rule_content,extension-of-stay procedures,13,Supported,both,"The passages describe the requirement that F-1 students must apply for an extension of stay and employment authorization to engage in post-completion OPT. Passage [5] notes USCIS officers issue Requests for Evidence (RFEs) to confirm maintenance of status during the I-765 adjudication, implying USCIS scrutiny of the OPT program. The timeline shows the final rule was published before the source date, so the rule text is relevant. The claim that the extension requirement is intended to allow USCIS to scrutinize the OPT program is consistent with the explanation in passage [5].",True,yes,False,0.9,2/3,"v1 | Regulatory text Â§â214.2 | 90 FR 42111 | (D) Extension of stay for post-completion optional practical training (OPT). Unless described in section 214.1(m)(1)(i), an F-1 student recommended for post-completion OPT must apply for an extension of stay and employment authorization and may not engage in post-completion OPT unless such employmen || v2 | Regulatory text Â§â214.2 | 91 FR 45127 | (D) Extension of stay for post-completion optional practical training (OPT). Unless described in Â§â214.1(m)(1)(i), an F-1 student recommended for post-completion OPT must apply for an employment authorization and either apply for an extension of stay with USCIS or seek admission through CBP after || v2 | a. OPT and STEM OPT | 91 FR 45034 | Multiple commenters recommended alternative solutions for OPT situations. One commenter recommended that F-1 status be automatically extended with OPT approval. Another commenter noted that currently, as part of the I-765 adjudication, many USCIS officers issue RFEs to confirm that F-1 students have || v2 | f. Concerns About OPT Participation and EOS Requirements | 91 FR 45024 | DHS has ensured efficient processing for EOS applications to avoid any impact on the processing of the EAD petition related to OPT. Students who complete their OPT during their program of study will not need an EOS. Those opting for post-completion OPT or STEM OPT will most likely need to file for a",https://www.federalregister.gov/citation/90-FR-42111,0.754,Supported,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,There is a possibility that USCIS may reject OPT extension applications if the student does not have a job lined up or if the OPT is not clearly related to their degree.,I do foresee possibility of extension rejections simply because USCIS cannot form an opinion as to whether or not the optional practical training really is related to your degree.,0:05:11,prediction,rule_content,extension-of-stay procedures,14,Not checked,,"prediction, not a factual claim",,,,,,,,,Not checked,False,gpt-4.1-mini
video,Law Office of Louis S. Haskell,2026-08-13,https://www.youtube.com/watch?v=pm9dk_1i4Jc,New F-1 Visa Rules: What happens to students already in the U.S.?,Students planning to do OPT next summer should file their extension paperwork early and line up OPT jobs earlier than usual to support their extension applications.,"I'd be urging people to be lining up their OPT jobs sooner than they normally would... I'd be telling people to try to line up their OPT positions, not at the end of their academic year, but at the beginning, so they can be part of their application to extend.",0:05:28,opinion,rulemaking_process,extension-of-stay procedures,15,Not checked,,"opinion, not a factual claim",,,,,,,,,Not checked,False,gpt-4.1-mini
video,Visa Guide USA,2026-09-14,https://www.youtube.com/watch?v=BpgN9dlK3es,"F-1/J-1 Visa SHOCK: “Duration of Status” Is ENDING -What Every Student Must Know Before Sep.15, 2026","The Department of Homeland Security published a final rule in July 2026 that officially eliminates duration of status for F, J, and I visa holders.","The Department of Homeland Security published a final rule in the Federal Register in the middle of July 2026. And it officially eliminates duration of status for F, J, and I visa holders.",0:01:28,fact,rule_content,fixed admission periods,1,Supported,v2,"The final rule published on 2026-07-17 (passage 4) explicitly states that DHS is amending regulations to change the admission period for F, J, and I visa holders from duration of status (D/S) to a fixed admission period. This confirms the claim that the final rule officially eliminates duration of status for these visa holders. The timeline confirms the final rule publication date as July 17, 2026, matching the claim's date. There is no indication in the timeline or final rule text that this provision was reversed or altered after publication, though a court postponed the rule's effective date on 2026-09-14, which does not negate the fact that the final rule officially eliminated duration of status upon publication. The proposed rule passages (1-3) show the transition plan but do not confirm the final elimination, which is confirmed only in the final rule (passage 4).",True,yes,False,0.95,3/3,"v2 | SUMMARY: | 91 FR 44976 | The Department of Homeland Security (DHS) is amending its regulations to change the admission period in the F, J, and I classifications from duration of status to an admission for a fixed time period, and additional changes to admission and extension requirements. This final rule will provide additi",https://www.federalregister.gov/citation/91-FR-44976,0.823,Supported,False,gpt-4.1-mini
video,Visa Guide USA,2026-09-14,https://www.youtube.com/watch?v=BpgN9dlK3es,"F-1/J-1 Visa SHOCK: “Duration of Status” Is ENDING -What Every Student Must Know Before Sep.15, 2026","The new DHS rule takes effect on September 15, 2026.","The rule takes effect on September 15th, 2026.",0:01:50,fact,legal_status,fixed admission periods,2,Supported,both,"The timeline and the final rule text (passage 4) explicitly state that the final rule's effective date is September 15, 2026. However, the timeline also shows that on September 14, 2026, a federal court postponed the final rule before it took effect, which means the rule did not actually take effect on September 15, 2026, as originally planned. The proposed rule passages do not address the effective date. Therefore, the claim that the new DHS rule takes effect on September 15, 2026, is accurate as of the source's publish date (September 14, 2026) but is changed by the court postponement event the next day.",True,yes,True,0.95,3/3,"v2 | DATES: | 91 FR 44976 | This rule has been classified as a major rule subject to congressional review. The effective date is September 15, 2026. However, at the conclusion of the congressional review, if the effective date has been changed, DHS will publish a document in the Federal Register to establish the actual effecti",https://www.federalregister.gov/citation/91-FR-44976,0.724,Supported,False,gpt-4.1-mini
